cell	genome	status	n_tasks	n_failed	n_aborted	n_superseded	n_unresolved	task_time_hours_sum	wall_clock_hours	cpu_hours_sum	peak_rss_gb_max	rss_field	overhead_task_time_hours_sum	overhead_cpu_hours_sum	attempts	cpus	queues	accession	phylum	genome_size_mb	cpu_hours_per_mb	task_time_hours_per_mb
v1.9.0-rc1_conda_rust	Zygosaccharomyces_rouxii	success	1	0	0	0	0	0.5567		3.6478	2.6	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Zygosaccharomyces_rouxii_CBS_732	success	3	0	0	0	0	0.5941		1.5083	3.9	rss	0.0	0.0				GCF_000026365.1	Ascomycota	9.8	0.15391	0.06062
v1.9.0-rc1_conda_rust	Zymoseptoria_tritici	success	1	0	0	0	0	1.5622		15.8113	7.1	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Zymoseptoria_tritici_IPO323	failed	2	1	0	0	1	0.4876		2.1411	13.7	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000219625.1	Ascomycota	39.7	0.05393	0.01228
v1.9.0-rc1_container	-	success	4	0	0	0	0	0.0121		0.0145	0.151	rss	0.0	0.0								
v1.9.0-rc1_container	Allomyces_macrogynus	success	1	0	0	0	0	1.1914		14.8864	2.2	rss	0.0	0.0								
v1.9.0-rc1_container	Allomyces_macrogynus_ATCC_38327	failed	2	1	0	0	1	0.8364		4.9915	10.5	rss,peak_rss	0.5667	0.0	1	8	epyc	GCA_000151295.1	Blastocladiomycota	57.1	0.08742	0.01465
v1.9.0-rc1_container	Aspergillus_clavatus_NRRL_1	success	2	2	0	0	0	0.002		0.0039	0.068	rss	0.55	0.0				GCF_000002715.2	Ascomycota	27.9	0.00014	7e-05
v1.9.0-rc1_container	Aspergillus_fumigatus	success	1	2	0	0	0	0.9328		11.0926	3.9	rss	1.1028	0.0								
v1.9.0-rc1_container	Aspergillus_fumigatus_Af293	success	3	0	0	0	0	1.3144		5.128	19.6	rss	0.0	0.0				GCF_000002655.1	Ascomycota	29.4	0.17442	0.04471
v1.9.0-rc1_container	Batrachochytrium_dendrobatidis	failed	0	2	0	0	1	0.0		0.0	0.0		1.1	0.0								
v1.9.0-rc1_container	Batrachochytrium_dendrobatidis_JAM81	success	3	1	0	0	0	1.0033		4.8025	13.1	rss,peak_rss	0.0167	0.0	1,2	8,16	epyc	GCF_000203795.2	Chytridiomycota	23.8	0.20179	0.04216
v1.9.0-rc1_container	Blastomyces_dermatitidis_ER-3	success	2	1	0	0	0	0.0044		0.0083	0.105	rss	0.55	0.0				GCF_000003525.1	Ascomycota	66.6	0.00012	7e-05
v1.9.0-rc1_container	Botrytis_cinerea	success	1	2	0	0	0	1.0469		13.5977	2.5	rss	1.1167	0.0								
v1.9.0-rc1_container	Botrytis_cinerea_B05.10	success	3	0	0	0	0	1.577		6.1596	12.8	rss	0.0	0.0				GCF_000143535.2	Ascomycota	42.6	0.14459	0.03702
v1.9.0-rc1_container	Chaetomium_globosum	success	1	0	0	0	0	1.4392		16.6843	2.8	rss	0.0	0.0								
v1.9.0-rc1_container	Chaetomium_globosum_CBS_148.51	success	3	1	0	0	0	0.6615		3.8566	4.5	rss	0.5478	0.0				GCF_000143365.1	Ascomycota	34.3	0.11244	0.01928
v1.9.0-rc1_container	Cokeromyces_recurvatus	success	1	0	0	0	0	0.9139		10.8268	2.3	rss	0.0	0.0								
v1.9.0-rc1_container	Cokeromyces_recurvatus_NRRL_2243	failed	2	1	0	0	1	0.3384		1.8557	5.8	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_025118155.1	Mucoromycota	28.1	0.06604	0.01204
v1.9.0-rc1_container	Colletotrichum_graminicola	failed	0	2	0	0	1	0.0		0.0	0.0		1.1022	0.0								
v1.9.0-rc1_container	Colletotrichum_graminicola_M1.001	success	3	0	0	0	0	1.465		5.8889	5.7	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_000149035.1	Ascomycota	51.6	0.11413	0.02839
v1.9.0-rc1_container	Cryptococcus_deneoformans	success	1	0	0	0	0	0.7511		8.4222	3.0	rss	0.0	0.0								
v1.9.0-rc1_container	Cryptococcus_deneoformans_JEC21	success	3	0	0	0	0	1.0172		3.8691	4.0	rss	0.0	0.0				GCF_000091045.1	Basidiomycota	19.1	0.20257	0.05326
v1.9.0-rc1_container	Cryptococcus_neoformans	success	1	0	0	0	0	0.6572		8.116	2.2	rss	0.0	0.0								
v1.9.0-rc1_container	Cryptococcus_neoformans_H99	success	3	1	0	0	0	0.3826		1.9987	5.9	rss	0.5669	0.0				GCF_000149245.1	Basidiomycota	18.9	0.10575	0.02024
v1.9.0-rc1_container	Cystobasidium_minutum_MCA_4210	success	2	0	0	0	0	1.4228		7.7483	8.4	rss	0.0	0.0				GCF_039999085.1	Basidiomycota	20.8	0.37252	0.0684
v1.9.0-rc1_container	Dactylellina_haptotyla_CBS_200.50	success	2	1	0	0	0	0.0027		0.0053	0.061	rss	0.55	0.0				GCF_000441935.1	Ascomycota	39.5	0.00013	7e-05
v1.9.0-rc1_container	Drepanopeziza_brunnea	success	1	0	0	0	0	0.0672		0.7743	3.0	rss	0.0	0.0								
v1.9.0-rc1_container	Drepanopeziza_brunnea_MB_m1	success	3	0	0	0	0	1.6053		10.1935	7.8	rss	0.0	0.0				GCF_000298775.1	Ascomycota	51.9	0.19641	0.03093
v1.9.0-rc1_container	Eremothecium_gossypii_ATCC_10895	success	2	2	0	0	0	0.0009		0.0016	0.055	rss	0.5878	0.0				GCF_000091025.4	Ascomycota	9.1	0.00017	0.0001
v1.9.0-rc1_container	Fusarium_oxysporum	success	1	0	0	0	0	1.325		15.7781	5.6	rss	0.0	0.0								
v1.9.0-rc1_container	Fusarium_oxysporum_4287	success	3	1	0	0	0	1.564		10.4318	13.7	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000149955.1	Ascomycota	61.4	0.1699	0.02547
v1.9.0-rc1_container	Fusarium_verticillioides	success	1	0	0	0	0	1.1911		14.8091	3.4	rss	0.0	0.0								
v1.9.0-rc1_container	Fusarium_verticillioides_7600	failed	2	1	0	0	1	0.5393		3.2164	16.4	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000149555.1	Ascomycota	41.8	0.07695	0.0129
v1.9.0-rc1_container	Gaeumannomyces_tritici	success	1	0	0	0	0	1.1058		14.6788	2.5	rss	0.0	0.0								
v1.9.0-rc1_container	Gaeumannomyces_tritici_R3-111a-1	success	3	1	0	0	0	0.6661		3.9257	9.3	rss	0.5667	0.0				GCF_000145635.1	Ascomycota	43.6	0.09004	0.01528
v1.9.0-rc1_container	Kluyveromyces_lactis	success	1	0	0	0	0	0.4211		5.2727	5.0	rss	0.0	0.0								
v1.9.0-rc1_container	Kluyveromyces_lactis_NRRL_Y-1140	success	3	0	0	0	0	0.484		2.005	4.0	rss	0.0	0.0				GCF_000002515.2	Ascomycota	10.7	0.18738	0.04524
v1.9.0-rc1_container	Laccaria_bicolor_S238N-H82	success	2	0	0	0	0	2.3241		14.8581	5.1	rss	0.0	0.0				GCF_000143565.1	Basidiomycota	64.9	0.22894	0.03581
v1.9.0-rc1_container	Lachancea_thermotolerans	success	1	0	0	0	0	0.3325		3.8321	1.1	rss	0.0	0.0								
v1.9.0-rc1_container	Lachancea_thermotolerans_CBS_6340	success	3	0	0	0	0	0.4584		1.8563	3.0	rss	0.0	0.0				GCF_000142805.1	Ascomycota	10.4	0.17849	0.04407
v1.9.0-rc1_container	Leptographium_clavigerum_kw1407	success	2	0	0	0	0	1.7046		11.1994	5.4	rss	0.0	0.0				GCF_000143105.1	Ascomycota	29.8	0.37582	0.0572
v1.9.0-rc1_container	Letharia_columbiana_WasteWater2	success	2	0	0	0	0	1.1156		6.7252	4.3	rss	0.0	0.0				GCF_014066305.1	Ascomycota	52.3	0.12859	0.02133
v1.9.0-rc1_container	Lipomyces_tetrasporus	success	1	0	0	0	0	0.9917		12.6428	2.9	rss	0.0	0.0								
v1.9.0-rc1_container	Lipomyces_tetrasporus_NRRL_Y-64009	success	3	1	0	0	0	0.4211		2.3666	7.2	rss	0.5592	0.0				GCF_029532465.1	Ascomycota	20.8	0.11378	0.02025
v1.9.0-rc1_container	Malassezia_globosa	success	1	0	0	0	0	0.3817		4.7372	1.5	rss	0.0	0.0								
v1.9.0-rc1_container	Malassezia_globosa_CBS_7966	success	3	0	0	0	0	0.6646		2.3889	3.3	rss	0.0	0.0				GCF_000181695.2	Basidiomycota	9.0	0.26543	0.07385
v1.9.0-rc1_container	Malassezia_sympodialis	success	1	0	0	0	0	0.3186		3.8603	1.2	rss	0.0	0.0								
v1.9.0-rc1_container	Malassezia_sympodialis_ATCC_42132	success	3	0	0	0	0	0.8149		3.0047	3.0	rss	0.0	0.0				GCF_000349305.1	Basidiomycota	7.7	0.39022	0.10583
v1.9.0-rc1_container	Mixia_osmundae_IAM_14324	success	2	2	0	0	0	0.0011		0.0021	0.059	rss	0.5736	0.0				GCF_000708205.1	Basidiomycota	13.6	0.00015	8e-05
v1.9.0-rc1_container	Morchella_importuna	success	1	2	0	0	0	1.0903		14.1027	6.7	rss	1.1	0.0								
v1.9.0-rc1_container	Morchella_importuna_M04M26	success	3	0	0	0	0	1.3585		6.175	9.7	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_003444635.1	Ascomycota	50.9	0.12132	0.02669
v1.9.0-rc1_container	Morchella_sextelata	success	1	2	0	0	0	2.3308		30.9232	14.6	rss	1.1236	0.0								
v1.9.0-rc1_container	Morchella_sextelata_SCLS	success	3	0	0	0	0	2.1655		8.9841	10.5	rss	0.0	0.0				GCF_020137385.1	Ascomycota	53.6	0.16761	0.0404
v1.9.0-rc1_container	Mucor_mucedo	success	1	0	0	0	0	1.005		13.0549	2.1	rss	0.0	0.0								
v1.9.0-rc1_container	Mucor_mucedo_NRRL_3635	success	3	1	0	0	0	0.5986		3.3594	4.5	rss	0.55	0.0				GCF_025094135.1	Mucoromycota	46.1	0.07287	0.01298
v1.9.0-rc1_container	Nakaseomyces_glabratus_CBS_138	success	2	0	0	0	0	1.2638		8.1772	5.4	rss	0.0	0.0				GCF_000002545.3	Ascomycota	12.3	0.66482	0.10275
v1.9.0-rc1_container	Orbilia_oligospora	success	1	0	0	0	0	0.9172		12.0532	3.3	rss	0.0	0.0								
v1.9.0-rc1_container	Orbilia_oligospora_ATCC_24927	success	3	1	0	0	0	0.8398		3.6579	5.4	rss	0.5692	0.0				GCF_000225545.1	Ascomycota	40.1	0.09122	0.02094
v1.9.0-rc1_container	Parastagonospora_nodorum	success	1	0	0	0	0	1.3644		16.0554	3.9	rss	0.0	0.0								
v1.9.0-rc1_container	Parastagonospora_nodorum_SN15	success	3	1	0	0	0	0.6563		3.7726	4.5	rss	0.5667	0.0				GCF_000146915.1	Ascomycota	37.2	0.10141	0.01764
v1.9.0-rc1_container	Phycomyces_blakesleeanus	success	1	0	0	0	0	1.6389		19.8617	3.0	rss	0.0	0.0								
v1.9.0-rc1_container	Phycomyces_blakesleeanus_NRRL_1555_-	success	3	1	0	0	0	0.6059		3.6401	12.2	rss	0.55	0.0				GCF_001638985.1	Mucoromycota	53.9	0.06754	0.01124
v1.9.0-rc1_container	Pneumocystis_murina_B123	success	2	0	0	0	0	0.7691		5.3819	2.6	rss	0.0	0.0				GCF_000349005.2	Ascomycota	7.5	0.71759	0.10254
v1.9.0-rc1_container	Protomyces_lactucae-debilis	success	1	0	0	0	0	0.3217		3.731	1.9	rss	0.0	0.0								
v1.9.0-rc1_container	Protomyces_lactucae-debilis_12-1054	success	3	1	0	0	0	1.2753		6.7079	3.6	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_002105105.1	Ascomycota	12.9	0.51999	0.09886
v1.9.0-rc1_container	Pseudogymnoascus_destructans	success	1	0	0	0	0	0.9486		10.5799	2.9	rss	0.0	0.0								
v1.9.0-rc1_container	Pseudogymnoascus_destructans_20631-21	failed	2	1	0	0	1	0.594		3.2412	2.9	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000184105.1	Ascomycota	30.7	0.10558	0.01935
v1.9.0-rc1_container	Pyrenophora_teres	success	1	0	0	0	0	0.385		5.0604	4.4	rss	0.0	0.0								
v1.9.0-rc1_container	Pyrenophora_teres_0-1	success	3	0	0	0	0	0.8019		3.8031	1.2	rss	0.0	0.0				GCF_000166005.1	Ascomycota	33.6	0.11319	0.02387
v1.9.0-rc1_container	Pyrenophora_tritici-repentis	success	1	0	0	0	0	1.3069		14.6691	3.7	rss	0.0	0.0								
v1.9.0-rc1_container	Pyrenophora_tritici-repentis_Pt-1C-BFP	success	3	1	0	0	0	0.7517		4.2943	9.2	rss	0.5692	0.0				GCF_000149985.1	Ascomycota	37.8	0.1136	0.01989
v1.9.0-rc1_container	Pyricularia_oryzae_70-15	success	2	0	0	0	0	1.8158		11.2555	6.8	rss	0.0	0.0				GCF_000002495.2	Ascomycota	41.0	0.27453	0.04429
v1.9.0-rc1_container	Rhizopus_delemar	success	1	0	0	0	0	1.9244		23.1665	3.2	rss	0.0	0.0								
v1.9.0-rc1_container	Rhizopus_delemar_RA_99-880	success	3	0	0	0	0	1.9604		8.5912	7.9	rss	0.0	0.0				GCF_000149305.1	Mucoromycota	46.1	0.18636	0.04252
v1.9.0-rc1_container	Rhizopus_microsporus	success	1	0	0	0	0	0.2694		2.4668	6.6	rss	0.0	0.0								
v1.9.0-rc1_container	Rhizopus_microsporus_ATCC_52813	failed	1	5	0	0	1	0.0021		0.0036	0.064	rss	0.8292	0.0				GCF_002708625.1	Mucoromycota	26.0	0.00014	8e-05
v1.9.0-rc1_container	Rhodotorula_graminis_WP1	success	2	0	0	0	0	1.0417		6.5018	8.7	rss	0.0	0.0				GCF_001329695.1	Basidiomycota	21.0	0.30961	0.04961
v1.9.0-rc1_container	Rhodotorula_toruloides_NP11	success	2	0	0	0	0	0.8743		5.6837	4.2	rss	0.0	0.0				GCF_000320785.1	Basidiomycota	20.2	0.28137	0.04328
v1.9.0-rc1_container	Saccharomyces_cerevisiae	success	1	0	0	0	0	0.375		4.1816	1.8	rss	0.0	0.0								
v1.9.0-rc1_container	Saccharomyces_cerevisiae_S288C	success	3	0	0	0	0	1.5037		6.9127	3.5	rss	0.0	0.0				GCF_000146045.2	Ascomycota	12.1	0.5713	0.12428
v1.9.0-rc1_container	Schizophyllum_commune	success	1	2	0	0	0	0.8317		10.731	2.5	rss	1.1167	0.0								
v1.9.0-rc1_container	Schizophyllum_commune_H4-8	success	3	0	0	0	0	1.0017		4.5205	9.7	rss	0.0	0.0				GCF_000143185.2	Basidiomycota	38.7	0.11681	0.02588
v1.9.0-rc1_container	Sclerotinia_sclerotiorum	success	1	0	0	0	0	1.1669		12.7617	2.8	rss	0.0	0.0								
v1.9.0-rc1_container	Sclerotinia_sclerotiorum_1980	success	3	1	0	0	0	0.5695		3.4579	10.6	rss	0.5522	0.0				GCF_000146945.2	Ascomycota	38.3	0.09029	0.01487
v1.9.0-rc1_container	Spizellomyces_punctatus_DAOM_BR117	success	2	1	0	0	0	0.4678		5.7051	13.6	rss	0.0	0.0				GCF_000182565.1	Chytridiomycota	24.1	0.23673	0.01941
v1.9.0-rc1_container	Sporobolomyces_koalae_JCM15063	success	2	0	0	0	0	1.0494		6.6871	3.3	rss	0.0	0.0				GCF_050403365.1	Basidiomycota	18.3	0.36541	0.05734
v1.9.0-rc1_container	Sporobolomyces_salmoneus_JCM6883	success	2	2	0	0	0	0.0015		0.0028	0.055	rss	0.5669	0.0				GCF_050403485.1	Basidiomycota	20.3	0.00014	8e-05
v1.9.0-rc1_container	Sugiyamaella_lignohabitans_CBS_10342	success	2	1	0	0	0	0.5068		6.0396	19.6	rss	0.0	0.0				GCF_001640025.1	Ascomycota	15.9	0.37985	0.03187
v1.9.0-rc1_container	Synchytrium_microbalum_JEL517	success	2	0	0	0	0	0.871		5.7375	4.2	rss	0.0	0.0				GCF_006535985.1	Chytridiomycota	26.2	0.21899	0.03325
v1.9.0-rc1_container	Talaromyces_marneffei	success	1	0	0	0	0	1.0647		13.0003	7.7	rss	0.0	0.0								
v1.9.0-rc1_container	Talaromyces_marneffei_ATCC_18224	success	3	0	0	0	0	1.5778		6.0787	9.0	rss	0.0	0.0				GCF_000001985.1	Ascomycota	28.6	0.21254	0.05517
v1.9.0-rc1_container	Talaromyces_stipitatus_ATCC_10500	success	2	2	0	0	0	0.0024		0.0048	0.083	rss	0.5878	0.0				GCF_000003125.1	Ascomycota	35.7	0.00013	7e-05
v1.9.0-rc1_container	Tilletiaria_anomala	success	1	1	0	0	0	0.5353		7.215	2.2	rss	0.55	0.0								
v1.9.0-rc1_container	Tilletiaria_anomala_UBC_951	success	3	0	0	0	0	0.9189		3.3032	3.0	rss	0.0	0.0				GCF_000711695.1	Basidiomycota	18.7	0.17664	0.04914
v1.9.0-rc1_container	Tilletiopsis_washingtonensis	success	1	1	0	0	0	0.4506		5.8072	1.7	rss	0.55	0.0								
v1.9.0-rc1_container	Tilletiopsis_washingtonensis_MCA_4186	success	3	0	0	0	0	1.0322		3.7576	4.2	rss	0.0	0.0				GCF_003144115.1	Basidiomycota	18.8	0.19987	0.05491
v1.9.0-rc1_container	Tremella_mesenterica_Fries	success	2	1	0	0	0	1.3302		15.5184	11.9	rss	0.0	0.0				GCF_000271645.1	Basidiomycota	28.6	0.5426	0.04651
v1.9.0-rc1_container	Tricharina_praecox	success	1	0	0	0	0	1.2581		13.9908	2.9	rss	0.0	0.0								
v1.9.0-rc1_container	Tricharina_praecox_CBS_144465	failed	2	1	0	0	1	0.5934		3.5294	8.1	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_024521635.1	Ascomycota	38.4	0.09191	0.01545
v1.9.0-rc1_container	Trichosporon_asahii	success	1	0	0	0	0	0.7656		8.8843	2.1	rss	0.0	0.0								
v1.9.0-rc1_container	Trichosporon_asahii_CBS_2479	failed	2	1	0	0	1	0.3709		2.0699	6.7	rss,peak_rss	0.5667	0.0	1	8	epyc	GCF_000293215.1	Basidiomycota	24.5	0.08448	0.01514
v1.9.0-rc1_container	Umbelopsis_ramanniana	success	1	0	0	0	0	0.7011		8.759	2.1	rss	0.0	0.0								
v1.9.0-rc1_container	Umbelopsis_ramanniana_AG	success	3	1	0	0	0	1.5648		10.0959	3.3	rss,peak_rss	0.5667	0.0	1	8	epyc	GCF_025399195.1	Mucoromycota	23.1	0.43705	0.06774
v1.9.0-rc1_container	Uncinocarpus_reesii_1704	success	2	0	0	0	0	1.3062		8.1902	6.7	rss	0.0	0.0				GCF_000003515.1	Ascomycota	22.3	0.36727	0.05857
v1.9.0-rc1_container	Wallemia_mellicola_CBS_633.66	success	2	0	0	0	0	0.8461		5.5111	2.6	rss	0.0	0.0				GCF_000263375.1	Basidiomycota	9.8	0.56236	0.08634
v1.9.0-rc1_container	Yarrowia_lipolytica	success	1	2	0	0	0	0.7833		10.0556	1.7	rss	1.1	0.0								
v1.9.0-rc1_container	Yarrowia_lipolytica_CLIB122	success	3	0	0	0	0	0.8468		3.4155	4.4	rss	0.0	0.0				GCF_000002525.2	Ascomycota	20.5	0.16661	0.0413
v1.9.0-rc1_container	Zygosaccharomyces_rouxii	success	1	0	0	0	0	0.2711		3.5884	2.6	rss	0.0	0.0								
v1.9.0-rc1_container	Zygosaccharomyces_rouxii_CBS_732	success	3	0	0	0	0	0.5556		2.2274	3.5	rss	0.0	0.0				GCF_000026365.1	Ascomycota	9.8	0.22729	0.05669
v1.9.0-rc1_container	Zymoseptoria_tritici	success	1	0	0	0	0	1.0936		12.8827	6.9	rss	0.0	0.0								
v1.9.0-rc1_container	Zymoseptoria_tritici_IPO323	success	3	1	0	0	0	1.8513		11.3503	6.6	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000219625.1	Ascomycota	39.7	0.2859	0.04663
v1.9.0-rc1_container_rust	-	success	4	0	0	0	0	0.0094		0.0113	0.152	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Allomyces_macrogynus	failed	0	2	0	0	1	0.0		0.0	0.0		1.0972	0.0								
v1.9.0-rc1_container_rust	Allomyces_macrogynus_ATCC_38327	success	3	0	0	0	0	1.2766		6.413	4.4	rss,peak_rss	0.0	0.0	1	8	epyc	GCA_000151295.1	Blastocladiomycota	57.1	0.11231	0.02236
v1.9.0-rc1_container_rust	Aspergillus_clavatus_NRRL_1	success	2	0	0	0	0	1.3862		9.0273	4.4	rss	0.0	0.0				GCF_000002715.2	Ascomycota	27.9	0.32356	0.04968
v1.9.0-rc1_container_rust	Aspergillus_fumigatus	success	1	2	0	0	0	0.9789		12.521	3.9	rss	1.1	0.0								
v1.9.0-rc1_container_rust	Aspergillus_fumigatus_Af293	success	3	0	0	0	0	1.2457		4.5199	16.8	rss	0.0	0.0				GCF_000002655.1	Ascomycota	29.4	0.15374	0.04237
v1.9.0-rc1_container_rust	Batrachochytrium_dendrobatidis	failed	0	2	0	0	1	0.0		0.0	0.0		1.1	0.0								
v1.9.0-rc1_container_rust	Batrachochytrium_dendrobatidis_JAM81	success	3	0	0	0	0	0.9191		3.659	4.3	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_000203795.2	Chytridiomycota	23.8	0.15374	0.03862
v1.9.0-rc1_container_rust	Blastomyces_dermatitidis_ER-3	success	2	0	0	0	0	1.4196		8.6953	18.2	rss	0.0	0.0				GCF_000003525.1	Ascomycota	66.6	0.13056	0.02132
v1.9.0-rc1_container_rust	Botrytis_cinerea	success	1	0	0	0	0	1.1731		14.2245	2.5	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Botrytis_cinerea_B05.10	success	3	1	0	0	0	0.5314		2.8197	4.5	rss	0.55	0.0				GCF_000143535.2	Ascomycota	42.6	0.06619	0.01247
v1.9.0-rc1_container_rust	Chaetomium_globosum	success	1	0	0	0	0	1.2092		14.6382	2.7	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Chaetomium_globosum_CBS_148.51	success	3	1	0	0	0	0.4757		2.581	4.5	rss	0.55	0.0				GCF_000143365.1	Ascomycota	34.3	0.07525	0.01387
v1.9.0-rc1_container_rust	Cokeromyces_recurvatus	success	1	0	0	0	0	0.9258		11.7405	2.1	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Cokeromyces_recurvatus_NRRL_2243	failed	2	1	0	0	1	0.2548		1.397	3.6	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_025118155.1	Mucoromycota	28.1	0.04972	0.00907
v1.9.0-rc1_container_rust	Colletotrichum_graminicola	success	1	0	0	0	0	1.2947		16.2216	3.2	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Colletotrichum_graminicola_M1.001	failed	2	1	0	0	1	0.4825		2.7478	4.7	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000149035.1	Ascomycota	51.6	0.05325	0.00935
v1.9.0-rc1_container_rust	Cryptococcus_deneoformans	success	1	0	0	0	0	0.7569		8.8949	3.1	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Cryptococcus_deneoformans_JEC21	success	3	0	0	0	0	1.0385		3.5914	4.2	rss	0.0	0.0				GCF_000091045.1	Basidiomycota	19.1	0.18803	0.05437
v1.9.0-rc1_container_rust	Cryptococcus_neoformans	success	1	0	0	0	0	0.7264		8.3912	2.2	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Cryptococcus_neoformans_H99	success	3	0	0	0	0	0.9126		3.0736	4.1	rss	0.0	0.0				GCF_000149245.1	Basidiomycota	18.9	0.16263	0.04829
v1.9.0-rc1_container_rust	Cystobasidium_minutum_MCA_4210	success	2	0	0	0	0	0.782		5.2912	4.4	rss	0.0	0.0				GCF_039999085.1	Basidiomycota	20.8	0.25439	0.0376
v1.9.0-rc1_container_rust	Dactylellina_haptotyla_CBS_200.50	success	2	2	0	0	0	0.0027		0.0053	0.055	rss	0.55	0.0				GCF_000441935.1	Ascomycota	39.5	0.00013	7e-05
v1.9.0-rc1_container_rust	Drepanopeziza_brunnea	success	1	0	0	0	0	0.0603		0.6721	3.0	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Drepanopeziza_brunnea_MB_m1	success	3	0	0	0	0	1.3708		8.5602	3.9	rss	0.0	0.0				GCF_000298775.1	Ascomycota	51.9	0.16494	0.02641
v1.9.0-rc1_container_rust	Eremothecium_gossypii_ATCC_10895	success	2	0	0	0	0	0.696		4.1439	4.0	rss	0.0	0.0				GCF_000091025.4	Ascomycota	9.1	0.45537	0.07649
v1.9.0-rc1_container_rust	Fusarium_oxysporum	success	1	0	0	0	0	1.3061		15.0124	5.4	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Fusarium_oxysporum_4287	failed	2	1	0	0	1	0.4278		2.5584	4.8	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000149955.1	Ascomycota	61.4	0.04167	0.00697
v1.9.0-rc1_container_rust	Fusarium_verticillioides	success	1	0	0	0	0	1.2325		14.7493	3.4	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Fusarium_verticillioides_7600	failed	2	1	0	0	1	0.3301		1.8076	4.7	rss,peak_rss	0.5667	0.0	1	8	epyc	GCF_000149555.1	Ascomycota	41.8	0.04324	0.0079
v1.9.0-rc1_container_rust	Gaeumannomyces_tritici	success	1	0	0	0	0	1.1131		13.2543	2.6	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Gaeumannomyces_tritici_R3-111a-1	failed	2	1	0	0	1	0.4772		2.7677	6.8	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000145635.1	Ascomycota	43.6	0.06348	0.01094
v1.9.0-rc1_container_rust	Kluyveromyces_lactis	success	1	0	0	0	0	0.2611		3.5882	5.2	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Kluyveromyces_lactis_NRRL_Y-1140	success	3	0	0	0	0	0.3762		1.2692	2.2	rss	0.0	0.0				GCF_000002515.2	Ascomycota	10.7	0.11862	0.03516
v1.9.0-rc1_container_rust	Laccaria_bicolor_S238N-H82	success	2	0	0	0	0	1.992		13.1009	4.5	rss	0.0	0.0				GCF_000143565.1	Basidiomycota	64.9	0.20186	0.03069
v1.9.0-rc1_container_rust	Lachancea_thermotolerans	success	1	0	0	0	0	0.33		3.4142	1.1	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Lachancea_thermotolerans_CBS_6340	success	3	0	0	0	0	0.4381		1.8289	3.4	rss	0.0	0.0				GCF_000142805.1	Ascomycota	10.4	0.17586	0.04212
v1.9.0-rc1_container_rust	Leptographium_clavigerum_kw1407	success	2	0	0	0	0	1.5894		9.1404	3.8	rss	0.0	0.0				GCF_000143105.1	Ascomycota	29.8	0.30672	0.05334
v1.9.0-rc1_container_rust	Letharia_columbiana_WasteWater2	success	2	0	0	0	0	1.0806		6.554	4.2	rss	0.0	0.0				GCF_014066305.1	Ascomycota	52.3	0.12532	0.02066
v1.9.0-rc1_container_rust	Lipomyces_tetrasporus	success	1	0	0	0	0	1.0264		12.5804	2.9	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Lipomyces_tetrasporus_NRRL_Y-64009	failed	2	1	0	0	1	0.2437		1.4004	5.1	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_029532465.1	Ascomycota	20.8	0.06733	0.01172
v1.9.0-rc1_container_rust	Malassezia_globosa	success	1	0	0	0	0	0.3542		4.301	1.8	rss	0.0	0.0								
v1.9.0-rc1_container_rust	Malassezia_globosa_CBS_7966	success	3	0	0	0	0	0.5299		1.829	2.8	rss	0.0	0.0				GCF_000181695.2	Basidiomycota	9.0	0.20322	0.05888
v1.9.0-rc1_container_rust	Malassezia_sympodialis	success	1	0	0	0	0	0.3247		3.6901	1.02	rss	0.0	0.0								
