cell	genome	accession	phylum	refseq_annotation_release	query_gff3	query_gene_count	busco_complete_pct	busco_single_pct	busco_duplicated_pct	busco_fragmented_pct	busco_missing_pct	busco_n	ref_gff3	ref_gene_count	gffcompare_base_level_sensitivity	gffcompare_base_level_precision	gffcompare_exon_level_sensitivity	gffcompare_exon_level_precision	gffcompare_intron_level_sensitivity	gffcompare_intron_level_precision	gffcompare_intron_chain_level_sensitivity	gffcompare_intron_chain_level_precision	gffcompare_transcript_level_sensitivity	gffcompare_transcript_level_precision	gffcompare_locus_level_sensitivity	gffcompare_locus_level_precision	gffcompare_missed_exons_pct	gffcompare_novel_exons_pct	gffcompare_missed_introns_pct	gffcompare_novel_introns_pct	gffcompare_missed_loci_pct	gffcompare_novel_loci_pct	overlap_query_genes	overlap_ref_genes	overlap_query_genes_overlapping_ref	overlap_query_genes_overlap_same_strand	overlap_query_genes_overlap_opposite_strand	overlap_query_genes_no_overlap	overlap_ref_genes_not_recovered	compare_status
v1.9.0-rc1_conda	Sporobolomyces_salmoneus_JCM6883	GCF_050403485.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Sporobolomyces_salmoneus_JCM6883/predict_results/Sporobolomyces_salmoneus_JCM6883.gff3	7254	92.7	92.7	0.1	2.3	4.9	1764	results/reference_annotations/.cache/GCF_050403485.1_S_salmoneus_JCM6883v1_genomic.gff	7657	89.7	98.8	84.6	87.4	88.0	90.5	55.6	57.8	53.8	56.8	53.8	56.8	7.0	2.8	5.4	3.4	7.8	3.6	7254	7657	7000	6994	12	254	594	compared
v1.9.0-rc1_conda	Sugiyamaella_lignohabitans_CBS_10342	GCF_001640025.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Sugiyamaella_lignohabitans_CBS_10342/predict_results/Sugiyamaella_lignohabitans_CBS_10342.gff3	5923	93.4	92.9	0.5	2.2	4.3	2137	results/reference_annotations/.cache/GCF_001640025.1_ASM164002v2_genomic.gff	5341	95.4	84.1	55.5	32.7	26.3	1.6	23.0	1.8	57.6	52.0	57.6	52.0	4.9	40.8	25.4	95.0	3.6	17.6	5923	5341	4906	4884	114	1017	80	compared
v1.9.0-rc1_conda	Synchytrium_microbalum_JEL517	GCF_006535985.1	Chytridiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Synchytrium_microbalum_JEL517/predict_results/Synchytrium_microbalum_JEL517.gff3	8922	86.7	85.5	1.2	3.3	10.0	758	results/reference_annotations/.cache/GCF_006535985.1_ASM653598v1_genomic.gff	6304	93.5	73.7	84.7	67.9	86.2	70.5	49.1	35.5	49.3	34.8	49.3	34.8	7.2	25.5	4.9	24.1	4.3	32.9	8922	6304	6006	5992	27	2916	261	compared
v1.9.0-rc1_conda	Talaromyces_marneffei_ATCC_18224	GCF_000001985.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Talaromyces_marneffei_ATCC_18224/predict_results/Talaromyces_marneffei_ATCC_18224.gff3	10023	97.5	97.2	0.3	1.4	1.1	3546	results/reference_annotations/.cache/GCF_000001985.1_JCVI-PMFA1-2.0_genomic.gff	10134	82.0	98.2	62.2	66.7	83.3	89.7	65.8	72.9	64.8	69.5	68.8	69.5	8.9	3.6	12.6	5.8	5.1	2.3	10023	10134	9828	9796	634	195	485	compared
v1.9.0-rc1_conda	Talaromyces_stipitatus_ATCC_10500	GCF_000003125.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Talaromyces_stipitatus_ATCC_10500/predict_results/Talaromyces_stipitatus_ATCC_10500.gff3	11377	98.1	97.6	0.5	0.8	1.2	3546	results/reference_annotations/.cache/GCF_000003125.1_JCVI-TSTA1-3.0_genomic.gff	12559	77.7	97.4	51.1	63.1	67.3	85.5	45.9	65.5	46.7	54.8	49.6	54.8	19.2	4.6	25.7	5.9	13.7	3.0	11377	12559	11078	11038	804	299	1681	compared
v1.9.0-rc1_conda	Tilletiaria_anomala_UBC_951	GCF_000711695.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Tilletiaria_anomala_UBC_951/predict_results/Tilletiaria_anomala_UBC_951.gff3	6182	94.8	94.7	0.1	1.1	4.1	1764	results/reference_annotations/.cache/GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0_genomic.gff	6868	81.9	92.2	54.8	58.5	85.2	89.3	68.1	70.5	59.6	66.2	61.0	66.2	9.9	4.5	11.8	7.5	11.7	3.6	6182	6868	6014	5962	687	168	749	compared
v1.9.0-rc1_conda	Tilletiopsis_washingtonensis_MCA_4186	GCF_003144115.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Tilletiopsis_washingtonensis_MCA_4186/predict_results/Tilletiopsis_washingtonensis_MCA_4186.gff3	6412	92.1	91.9	0.2	1.8	6.2	1764	results/reference_annotations/.cache/GCF_003144115.1_Tilwa1_genomic.gff	7053	82.9	92.6	73.4	72.7	92.9	89.3	68.1	67.2	59.9	65.9	61.6	65.9	4.8	4.6	4.3	7.8	9.2	3.0	6412	7053	6289	6221	845	123	516	compared
v1.9.0-rc1_conda	Tremella_mesenterica_Fries	GCF_000271645.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Tremella_mesenterica_Fries/predict_results/Tremella_mesenterica_Fries.gff3	7740	91.8	91.5	0.3	2.6	5.6	4284	results/reference_annotations/.cache/GCF_000271645.1_Treme1_genomic.gff	8291	85.3	85.6	67.4	69.5	76.6	78.3	32.7	34.7	32.9	35.3	33.0	35.3	12.0	11.3	13.3	11.3	13.1	6.9	7740	8291	7281	7205	173	459	1028	compared
v1.9.0-rc1_conda	Tricharina_praecox_CBS_144465	GCF_024521635.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Tricharina_praecox_CBS_144465/predict_results/Tricharina_praecox_CBS_144465.gff3	10277	95.1	92.7	2.3	1.4	3.5	1706	results/reference_annotations/.cache/GCF_024521635.1_Tripra1_genomic.gff	10716	77.2	90.7	51.1	53.7	79.7	84.1	60.6	60.5	53.5	55.8	54.8	55.8	13.2	9.0	16.0	11.2	12.5	9.6	10277	10716	9420	9287	295	857	1248	compared
v1.9.0-rc1_conda	Trichosporon_asahii_CBS_2479	GCF_000293215.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Trichosporon_asahii_CBS_2479/predict_results/Trichosporon_asahii_CBS_2479.gff3	8860	89.0	88.2	0.8	4.0	7.0	4284	results/reference_annotations/.cache/GCF_000293215.1_Trichosporon_asahii_1_genomic.gff	8834	88.3	90.9	51.7	44.8	47.2	38.5	25.4	22.2	33.0	32.9	33.0	32.9	11.0	19.2	13.9	25.8	7.9	6.8	8860	8834	8334	8260	115	526	631	compared
v1.9.0-rc1_conda	Umbelopsis_ramanniana_AG	GCF_025399195.1	Mucoromycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Umbelopsis_ramanniana_AG/predict_results/Umbelopsis_ramanniana_AG.gff3	9329	91.0	89.1	2.0	0.8	8.2	2449	results/reference_annotations/.cache/GCF_025399195.1_Umbra1_genomic.gff	10037	82.1	91.2	70.4	68.3	92.1	86.8	60.0	58.4	52.8	56.9	55.4	56.9	4.8	7.0	5.0	10.3	7.1	4.2	9329	10037	8995	8936	955	334	608	compared
v1.9.0-rc1_conda	Uncinocarpus_reesii_1704	GCF_000003515.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Uncinocarpus_reesii_1704/predict_results/Uncinocarpus_reesii_1704.gff3	7567	90.8	90.6	0.2	4.3	4.9	3546	results/reference_annotations/.cache/GCF_000003515.1_ASM351v2_genomic.gff	7855	93.8	92.2	64.1	64.3	67.5	66.6	41.1	43.1	44.6	46.3	44.6	46.3	12.7	13.0	17.2	15.9	9.5	4.4	7567	7855	7293	7232	90	274	686	compared
v1.9.0-rc1_conda	Wallemia_mellicola_CBS_633.66	GCF_000263375.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Wallemia_mellicola_CBS_633.66/predict_results/Wallemia_mellicola_CBS_633.66.gff3	4947	86.2	85.9	0.3	2.5	11.3	1764	results/reference_annotations/.cache/GCF_000263375.1_Wallemia_sebi_v1.0_genomic.gff	5393	76.5	94.3	65.1	69.0	79.6	83.2	48.9	51.4	47.4	51.6	50.4	51.6	11.7	5.8	14.1	10.5	6.1	2.1	4947	5393	4875	4846	1409	72	252	compared
v1.9.0-rc1_conda	Yarrowia_lipolytica_CLIB122	GCF_000002525.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Yarrowia_lipolytica_CLIB122/predict_results/Yarrowia_lipolytica_CLIB122.gff3	6848	94.4	94.1	0.3	1.9	3.7	2137	results/reference_annotations/.cache/GCF_000002525.2_ASM252v1_genomic.gff	7139	94.2	97.7	70.5	69.6	58.3	45.3	52.5	42.9	74.8	78.1	75.0	78.1	8.6	9.9	35.4	49.8	6.7	3.3	6848	7139	6629	6621	10	219	475	compared
v1.9.0-rc1_conda	Zygosaccharomyces_rouxii_CBS_732	GCF_000026365.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Zygosaccharomyces_rouxii_CBS_732/predict_results/Zygosaccharomyces_rouxii_CBS_732.gff3	4988	97.1	96.9	0.2	0.6	2.3	2137	results/reference_annotations/.cache/GCF_000026365.1_ASM2636v1_genomic.gff	5323	97.0	99.3	84.1	86.4	54.1	29.5	54.6	29.4	86.3	92.1	86.3	92.1	6.6	2.2	35.5	64.9	6.3	0.8	4988	5323	4952	4948	46	36	300	compared
v1.9.0-rc1_conda	Zymoseptoria_tritici_IPO323	GCF_000219625.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Zymoseptoria_tritici_IPO323/predict_results/Zymoseptoria_tritici_IPO323.gff3	12454	97.3	97.3	0.0	1.3	1.3	3786	results/reference_annotations/.cache/GCF_000219625.1_MYCGR_v2.0_genomic.gff	10941	88.4	80.7	48.3	47.7	62.6	66.9	46.2	41.6	46.7	41.0	46.8	41.0	15.1	19.3	29.7	23.9	7.8	15.9	12454	10941	10742	10502	348	1712	743	compared
v1.9.0-rc1_conda_rust	Allomyces_macrogynus_ATCC_38327	GCA_000151295.1	Blastocladiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Allomyces_macrogynus_ATCC_38327/predict_results/Allomyces_macrogynus_ATCC_38327.gff3	17422	85.4	28.1	57.3	2.8	11.9	758	results/reference_annotations/.cache/GCA_000151295.1_A_macrogynus_V3_genomic.gff	19266	74.5	96.4	53.8	57.0	76.8	79.2	50.9	53.0	46.6	53.3	48.2	53.3	13.9	6.5	14.3	12.2	11.2	3.4	17422	19266	16915	16834	726	507	2048	compared
v1.9.0-rc1_conda_rust	Aspergillus_clavatus_NRRL_1	GCF_000002715.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Aspergillus_clavatus_NRRL_1/predict_results/Aspergillus_clavatus_NRRL_1.gff3	8977	97.2	97.1	0.1	1.3	1.5	3546	results/reference_annotations/.cache/GCF_000002715.2_ASM271v1_genomic.gff	9352	96.4	98.2	82.5	83.5	85.2	85.0	67.0	68.2	69.4	72.3	69.4	72.3	6.3	4.5	6.9	6.5	5.1	1.4	8977	9352	8875	8855	27	102	458	compared
v1.9.0-rc1_conda_rust	Aspergillus_fumigatus_Af293	GCF_000002655.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Aspergillus_fumigatus_Af293/predict_results/Aspergillus_fumigatus_Af293.gff3	9903	95.7	95.5	0.3	2.1	2.2	3546	results/reference_annotations/.cache/GCF_000002655.1_ASM265v1_genomic.gff	10085	73.3	97.1	52.1	55.4	76.4	82.9	54.0	56.0	52.6	53.5	52.7	53.5	13.6	6.4	18.4	10.5	7.4	4.3	9903	10085	9602	9484	208	301	661	compared
v1.9.0-rc1_conda_rust	Batrachochytrium_dendrobatidis_JAM81	GCF_000203795.2	Chytridiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Batrachochytrium_dendrobatidis_JAM81/predict_results/Batrachochytrium_dendrobatidis_JAM81.gff3	8260	89.6	88.1	1.5	2.6	7.8	758	results/reference_annotations/.cache/GCF_000203795.2_v1.1_genomic.gff	8386	90.6	84.1	72.6	68.5	83.1	76.7	44.8	43.3	45.2	45.9	45.2	45.9	7.3	13.2	9.0	14.7	6.4	5.9	8260	8386	7898	7787	221	362	472	compared
v1.9.0-rc1_conda_rust	Blastomyces_dermatitidis_ER-3	GCF_000003525.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Blastomyces_dermatitidis_ER-3/predict_results/Blastomyces_dermatitidis_ER-3.gff3	8438	97.3	97.2	0.1	1.2	1.5	3546	results/reference_annotations/.cache/GCF_000003525.1_BD_ER3_V1_genomic.gff	9886	53.3	97.8	36.1	49.3	65.3	86.1	39.7	54.9	35.6	50.1	42.0	50.1	23.5	3.7	26.2	5.2	20.1	3.2	8438	9886	8238	8149	1788	200	1730	compared
v1.9.0-rc1_conda_rust	Botrytis_cinerea_B05.10	GCF_000143535.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Botrytis_cinerea_B05.10/predict_results/Botrytis_cinerea_B05.10.gff3	12139	98.4	98.3	0.1	1.0	0.6	3234	results/reference_annotations/.cache/GCF_000143535.2_ASM14353v4_genomic.gff	11698	69.5	98.0	40.3	44.4	83.3	93.2	64.5	76.5	57.3	64.7	67.1	64.7	9.1	3.5	13.4	4.9	3.3	5.9	12139	11698	11478	11425	109	661	363	compared
v1.9.0-rc1_conda_rust	Chaetomium_globosum_CBS_148.51	GCF_000143365.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Chaetomium_globosum_CBS_148.51/predict_results/Chaetomium_globosum_CBS_148.51.gff3	10375	88.1	87.9	0.2	6.4	5.5	3817	results/reference_annotations/.cache/GCF_000143365.1_ASM14336v1_genomic.gff	11222	82.9	93.3	50.0	55.6	51.4	58.0	30.4	33.3	34.9	37.7	34.9	37.7	22.9	11.4	27.2	15.5	14.8	4.4	10375	11222	10079	9919	229	296	1526	compared
v1.9.0-rc1_conda_rust	Cokeromyces_recurvatus_NRRL_2243	GCF_025118155.1	Mucoromycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Cokeromyces_recurvatus_NRRL_2243/predict_results/Cokeromyces_recurvatus_NRRL_2243.gff3	10662	95.3	93.9	1.3	1.0	3.7	2449	results/reference_annotations/.cache/GCF_025118155.1_Cokrec1_genomic.gff	11064	85.7	91.9	68.2	67.0	85.1	82.0	51.4	50.6	47.7	49.5	49.1	49.5	8.0	9.0	9.8	12.4	8.0	5.9	10662	11064	10098	10035	551	564	819	compared
v1.9.0-rc1_conda_rust	Colletotrichum_graminicola_M1.001	GCF_000149035.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Colletotrichum_graminicola_M1.001/predict_results/Colletotrichum_graminicola_M1.001.gff3	11764	97.4	97.3	0.2	1.5	1.0	3817	results/reference_annotations/.cache/GCF_000149035.1_C_graminicola_M1_001_V1_genomic.gff	12398	93.6	96.4	78.1	80.6	83.5	85.1	69.8	69.5	67.5	71.1	67.5	71.1	9.6	5.7	11.0	9.0	8.6	3.7	11764	12398	11367	11330	58	397	1017	compared
v1.9.0-rc1_conda_rust	Cryptococcus_deneoformans_JEC21	GCF_000091045.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Cryptococcus_deneoformans_JEC21/predict_results/Cryptococcus_deneoformans_JEC21.gff3	7028	96.4	96.1	0.3	1.9	1.7	4284	results/reference_annotations/.cache/GCF_000091045.1_ASM9104v1_genomic.gff	6766	78.4	97.9	73.5	77.7	90.0	96.4	64.7	66.3	64.9	64.6	67.1	64.6	7.4	2.4	8.7	2.5	2.8	4.8	7028	6766	6726	6691	640	302	146	compared
v1.9.0-rc1_conda_rust	Cryptococcus_neoformans_H99	GCF_000149245.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Cryptococcus_neoformans_H99/predict_results/Cryptococcus_neoformans_H99.gff3	7054	96.1	96.1	0.1	2.1	1.8	4284	results/reference_annotations/.cache/GCF_000149245.1_CNA3_genomic.gff	8334	67.8	99.2	64.1	75.0	84.4	97.4	52.3	67.1	50.2	65.4	55.4	65.4	13.7	0.7	13.6	1.0	17.3	0.8	7054	8334	7012	6994	1785	42	855	compared
v1.9.0-rc1_conda_rust	Cystobasidium_minutum_MCA_4210	GCF_039999085.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Cystobasidium_minutum_MCA_4210/predict_results/Cystobasidium_minutum_MCA_4210.gff3	7166	91.0	90.8	0.2	1.9	7.1	1764	results/reference_annotations/.cache/GCF_039999085.1_Rhomi1_genomic.gff	7855	81.4	91.7	67.3	70.7	83.1	86.4	47.5	50.8	46.1	50.6	46.8	50.6	9.9	5.5	8.9	7.1	7.6	2.8	7166	7855	6981	6960	383	185	568	compared
v1.9.0-rc1_conda_rust	Dactylellina_haptotyla_CBS_200.50	GCF_000441935.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Dactylellina_haptotyla_CBS_200.50/predict_results/Dactylellina_haptotyla_CBS_200.50.gff3	10837	93.0	93.0	0.0	2.8	4.3	1706	results/reference_annotations/.cache/GCF_000441935.1_MHA_v2_genomic.gff	10959	93.1	98.8	81.6	83.4	84.6	86.8	67.1	65.6	67.9	68.6	67.9	68.6	7.4	3.7	7.3	5.5	5.9	2.3	10837	10959	10629	10591	58	208	615	compared
v1.9.0-rc1_conda_rust	Drepanopeziza_brunnea_MB_m1	GCF_000298775.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Drepanopeziza_brunnea_MB_m1/predict_results/Drepanopeziza_brunnea_MB_m1.gff3	9415	98.5	98.4	0.1	0.9	0.6	3234	results/reference_annotations/.cache/GCF_000298775.1_ASM29877v1_genomic.gff	10025	89.8	98.0	65.0	78.4	65.9	83.9	52.2	57.4	55.6	59.2	55.6	59.2	20.9	4.2	25.4	5.1	11.7	3.1	9415	10025	9216	9129	98	199	1118	compared
v1.9.0-rc1_conda_rust	Eremothecium_gossypii_ATCC_10895	GCF_000091025.4	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Eremothecium_gossypii_ATCC_10895/predict_results/Eremothecium_gossypii_ATCC_10895.gff3	4598	96.1	96.0	0.1	0.6	3.3	2137	results/reference_annotations/.cache/GCF_000091025.4_ASM9102v4_genomic.gff	5314	92.2	99.5	70.8	75.6	52.2	25.0	47.3	24.1	74.2	85.8	74.3	85.8	11.5	2.4	32.3	67.4	10.7	0.8	4598	5314	4576	4561	55	22	528	compared
v1.9.0-rc1_conda_rust	Fusarium_oxysporum_4287	GCF_000149955.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Fusarium_oxysporum_4287/predict_results/Fusarium_oxysporum_4287.gff3	17075	92.7	92.0	0.7	4.2	3.1	3817	results/reference_annotations/.cache/GCF_000149955.1_ASM14995v2_genomic.gff	21344	58.7	97.3	35.2	49.9	65.3	84.1	39.4	62.5	36.5	59.4	47.5	59.4	24.8	3.7	28.8	9.5	23.1	2.4	17075	21344	16744	16659	2576	331	4625	compared
v1.9.0-rc1_conda_rust	Fusarium_verticillioides_7600	GCF_000149555.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Fusarium_verticillioides_7600/predict_results/Fusarium_verticillioides_7600.gff3	15075	97.1	97.0	0.2	1.9	0.9	3817	results/reference_annotations/.cache/GCF_000149555.1_ASM14955v1_genomic.gff	16286	70.1	98.5	47.8	59.7	77.9	91.3	52.1	76.5	51.0	71.0	65.8	71.0	14.2	2.7	18.6	5.6	9.1	1.5	15075	16286	14912	14841	1904	163	1353	compared
v1.9.0-rc1_conda_rust	Gaeumannomyces_tritici_R3-111a-1	GCF_000145635.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Gaeumannomyces_tritici_R3-111a-1/predict_results/Gaeumannomyces_tritici_R3-111a-1.gff3	10985	93.3	93.1	0.2	2.2	4.5	3817	results/reference_annotations/.cache/GCF_000145635.1_Gae_graminis_V2_genomic.gff	14669	61.5	98.3	30.0	40.3	57.2	76.5	41.4	54.1	37.3	50.8	38.0	50.8	30.4	3.6	31.7	10.6	26.6	1.4	10985	14669	10897	10794	1058	88	3662	compared
v1.9.0-rc1_conda_rust	Kluyveromyces_lactis_NRRL_Y-1140	GCF_000002515.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Kluyveromyces_lactis_NRRL_Y-1140/predict_results/Kluyveromyces_lactis_NRRL_Y-1140.gff3	5013	97.4	97.2	0.1	0.7	1.9	2137	results/reference_annotations/.cache/GCF_000002515.2_ASM251v1_genomic.gff	5335	97.0	99.0	85.6	88.8	59.7	37.9	61.5	37.9	87.7	93.4	87.8	93.4	7.2	2.8	33.0	57.2	6.7	1.2	5013	5335	4955	4954	35	58	331	compared
v1.9.0-rc1_conda_rust	Laccaria_bicolor_S238N-H82	GCF_000143565.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Laccaria_bicolor_S238N-H82/predict_results/Laccaria_bicolor_S238N-H82.gff3	15376	89.9	88.2	1.7	2.5	7.7	2898	results/reference_annotations/.cache/GCF_000143565.1_V1.0_genomic.gff	18213	76.0	77.1	47.0	55.7	54.9	65.1	18.0	21.0	18.0	21.4	18.1	21.4	31.9	20.6	33.6	21.7	30.1	18.1	15376	18213	12897	12599	510	2479	5222	compared
v1.9.0-rc1_conda_rust	Lachancea_thermotolerans_CBS_6340	GCF_000142805.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Lachancea_thermotolerans_CBS_6340/predict_results/Lachancea_thermotolerans_CBS_6340.gff3	4656	88.1	88.0	0.1	2.6	9.4	2137	results/reference_annotations/.cache/GCF_000142805.1_ASM14280v1_genomic.gff	5384	86.7	98.9	66.6	67.9	61.0	21.6	59.9	21.2	68.9	79.6	68.9	79.6	14.5	4.9	31.1	75.6	14.3	1.6	4656	5384	4589	4580	39	67	732	compared
v1.9.0-rc1_conda_rust	Leptographium_clavigerum_kw1407	GCF_000143105.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Leptographium_clavigerum_kw1407/predict_results/Leptographium_clavigerum_kw1407.gff3	7882	89.3	89.2	0.2	3.0	7.7	3817	results/reference_annotations/.cache/GCF_000143105.1_Sanger-454-IlluminaPA_2.0_genomic.gff	8311	87.1	97.8	64.2	72.2	67.1	78.2	50.1	52.3	52.9	55.8	52.9	55.8	16.2	4.3	21.1	8.2	12.0	3.3	7882	8311	7652	7626	94	230	946	compared
v1.9.0-rc1_conda_rust	Letharia_columbiana_WasteWater2	GCF_014066305.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Letharia_columbiana_WasteWater2/predict_results/Letharia_columbiana_WasteWater2.gff3	11525	93.3	90.3	3.0	2.5	4.3	1706	results/reference_annotations/.cache/GCF_014066305.1_Lecol_v1.0_genomic.gff	13385	92.0	96.0	65.7	72.6	71.7	77.2	47.8	51.2	48.3	56.1	48.3	56.1	15.5	6.4	17.3	11.7	11.8	3.0	11525	13385	11261	11184	156	264	1457	compared
v1.9.0-rc1_conda_rust	Lipomyces_tetrasporus_NRRL_Y-64009	GCF_029532465.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Lipomyces_tetrasporus_NRRL_Y-64009/predict_results/Lipomyces_tetrasporus_NRRL_Y-64009.gff3	7859	86.7	85.7	1.0	6.5	6.9	2137	results/reference_annotations/.cache/GCF_029532465.1_Liptet1_genomic.gff	8094	78.6	96.2	49.3	53.4	80.0	89.0	64.5	67.6	57.6	59.3	58.2	59.3	11.9	4.0	16.7	7.4	7.0	3.4	7859	8094	7625	7589	231	234	552	compared
v1.9.0-rc1_conda_rust	Malassezia_globosa_CBS_7966	GCF_000181695.2	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Malassezia_globosa_CBS_7966/predict_results/Malassezia_globosa_CBS_7966.gff3	4381	82.7	82.6	0.1	4.3	13.1	1764	results/reference_annotations/.cache/GCF_000181695.2_ASM18169v2_genomic.gff	4278	95.1	89.6	51.6	39.0	63.7	32.8	38.4	18.3	49.3	48.2	49.3	48.2	9.2	26.7	23.7	59.0	4.7	9.3	4381	4278	3995	3974	77	386	174	compared
v1.9.0-rc1_conda_rust	Malassezia_sympodialis_ATCC_42132	GCF_000349305.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Malassezia_sympodialis_ATCC_42132/predict_results/Malassezia_sympodialis_ATCC_42132.gff3	4053	80.7	80.7	0.0	3.6	15.8	1764	results/reference_annotations/.cache/GCF_000349305.1_ASM34930v2_genomic.gff	3318	92.4	82.1	39.2	29.3	43.5	28.5	23.8	18.7	31.6	27.4	31.6	27.4	10.1	27.1	32.8	53.5	5.7	16.6	4053	3318	3256	3221	139	797	119	compared
v1.9.0-rc1_conda_rust	Mixia_osmundae_IAM_14324	GCF_000708205.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Mixia_osmundae_IAM_14324/predict_results/Mixia_osmundae_IAM_14324.gff3	6316	88.5	87.5	1.0	3.1	8.4	1764	results/reference_annotations/.cache/GCF_000708205.1_Mixia_osmundae_v1.0_genomic.gff	6838	84.3	97.6	56.8	67.1	68.8	83.3	36.5	38.8	35.7	38.7	37.0	38.7	16.7	2.2	21.1	5.8	11.8	1.1	6316	6838	6264	6248	1175	52	744	compared
v1.9.0-rc1_conda_rust	Morchella_importuna_M04M26	GCF_003444635.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Morchella_importuna_M04M26/predict_results/Morchella_importuna_M04M26.gff3	11755	93.7	92.4	1.3	3.5	2.8	1706	results/reference_annotations/.cache/GCF_003444635.1_ASM344463v2_genomic.gff	11642	91.9	91.2	67.4	77.0	71.8	86.6	53.9	54.8	54.0	53.4	54.0	53.4	18.1	9.2	24.2	8.6	12.0	12.4	11755	11642	10367	10305	111	1388	1299	compared
v1.9.0-rc1_conda_rust	Morchella_sextelata_SCLS	GCF_020137385.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Morchella_sextelata_SCLS/predict_results/Morchella_sextelata_SCLS.gff3	12378	96.0	93.7	2.3	2.3	1.6	1706	results/reference_annotations/.cache/GCF_020137385.1_ASM2013738v1_genomic.gff	13182	82.8	92.8	67.7	77.6	72.4	85.7	57.8	58.1	53.7	57.2	53.7	57.2	19.0	9.3	23.4	9.3	17.8	11.5	12378	13182	11029	10952	100	1349	2253	compared
v1.9.0-rc1_conda_rust	Mucor_mucedo_NRRL_3635	GCF_025094135.1	Mucoromycota	legacy	runs/v1.9.0-rc1_conda_rust/genome_annotation/Mucor_mucedo_NRRL_3635/predict_results/Mucor_mucedo_NRRL_3635.gff3	15305	94.8	93.8	1.0	0.7	4.5	2449	results/reference_annotations/.cache/GCF_025094135.1_Mucmuc1_genomic.gff	14225	83.9	83.7	63.4	58.9	80.2	74.4	51.9	46.7	49.3	45.8	50.3	45.8	11.9	17.5	14.4	19.8	10.1	16.2	15305	14225	12941	12824	750	2364	1287	compared
